,2023-09-DLC1,2023-09-DLC1,2023-09-DLC1,2023-09-DLC1,2023-09-DLC1,2023-09-DLC1
40,0.3703076695273302,0.0,0.0,9.314425003154629,0.0,3.470378222433769
45,0.6433640330451583,0.0,0.0,32.054615009545294,3.288607564021608,8.122906325985921
48,1.3434212934717307,1.0636786524308122,1.0636786524308122,1.0636786524308122,1.0636786524308122,1.0636786524308122
50,11.246719169737828,9.843922130357456,0.825615142536823,4.406417038076482,2.5761786882978197,32.68156363070742
55,2.778688818308549,19.51716401472129,1.8999437938966297,22.560381189886478,5.32688123122529,5.754482691983413
57,5.754762955113124,0.0,0.0,0.0,0.0,0.0
58,0.6751939170622658,0.0,0.6751939170622658,4.017571964398308,0.6751939170622658,0.0
60,20.26706807464635,25.366816058036356,41.99250536353564,79.73209780889619,29.026171705074837,22.912671943932427
61,1.475545340335196,0.0,0.0,0.0,0.0,2.805273778041077
63,3.583524451656846,4.278977389238176,0.0,0.0,0.5006300248426573,0.0
65,6.214074187118479,22.10779627299417,12.081222657245466,24.703032854112298,37.31279173640158,14.084903846724895
67,0.2233296767892148,11.413836070225132,6.952607571495291,0.0,0.2507153883209148,10.644754004709888
68,1.1916387899385803,0.0,0.5978412932622008,0.3167373741626889,1.6268473927888432,0.2457907647560039
70,20.92204300877951,44.462744588802934,26.497037184978403,9.884400133805624,40.89395397025087,10.955125402069156
71,4.596795778329748,0.0,11.8704247461133,0.0,10.552307209495421,0.0
72,7.198398336251294,0.0,0.0,3.4212921371444938,0.6596993697482776,0.0
73,14.075054599595074,0.2247309924377667,7.354785162629687,0.224811067617684,0.0,0.475726643888392
74,26.36867667157105,0.0,0.0,1.4849942115654318,0.0,0.0
75,32.31205671297926,20.723416524994768,44.6319434439681,13.74158151282968,57.25135138543741,2.1926986516741014
76,9.862299384148464,4.043876661001125,0.445017812390126,0.0,0.0,0.0
77,1.1871545798632144,0.1348466029806517,0.6990162830876482,0.0,0.0,5.807932874578179
78,1.6362962640190788,0.0,1.74027388514163,0.0,0.0,1.853740415084376
79,3.9635612555441218,0.0,3.426897399738701,0.7609143971636837,0.4033787188331551,0.0
80,74.67811279082889,2.877381477556562,37.432704318327666,16.92549077910948,49.41215142189831,29.937787590842788
83,8.975346653795025,11.729212166329228,0.0,0.0,10.805104552494186,0.0
84,7.345296253809494,0.9967758396099484,33.1180133988464,0.0,0.0,17.238064243916472
85,9.812292434290141,13.986651600966427,12.922612610225988,20.245487813658652,59.73023873013577,30.435655021978302
86,1.3389771209863233,7.345296253809494,1.5422079276163079,0.3203007196690065,5.704355629355214,14.920568424341333
87,17.238064243916472,10.644754004709888,0.0,0.0,0.3706680078369578,29.95984830290999
88,28.431052967929823,0.0,7.58664284608009,0.0,0.0,0.0
89,5.768455810878974,0.2233296767892148,0.0,0.0,0.0,0.0751905939422993
90,29.578890634453668,25.0560442847775,48.75901821690324,6.8494307021719125,37.989987532961784,7.3631530189310395
91,14.896185532056531,3.781910709901836,11.175772560331144,0.2797426410409186,17.238064243916472,5.768455810878974
92,6.770316424413668,1.181188978959379,1.686783664956906,0.5978412932622008,0.0,1.4634940257576496
94,0.2032308066299847,0.0,0.0,0.0,0.0,0.5100388584829344
95,30.053496225823217,25.84478480696243,44.52412221420951,28.692938843849195,6.2791753083912045,18.64946936513795
97,0.0541308216240621,0.0,2.6522901468091677,0.45819017948651386,0.2457907647560039,1.497365826862647
98,10.644754004709888,0.3007623757691972,0.0,0.0,0.0,0.8530809292484404
99,10.805104552494186,0.0,1.7709026414599789,0.0,0.5375847203744689,3.781910709901836
100,54.737391111935295,38.37522922354368,27.28297507586623,57.00824313920863,50.52135281411208,26.573428906619462
104,2.709143524550416,3.5996996380001307,0.0,3.5996996380001307,0.0,0.2413465922705964
105,10.934385930470587,5.179502862587588,22.836440372651204,12.92113121939752,7.729617079822342,3.5618641154892288
108,7.77982421763046,8.571847822191994,1.6268473927888432,0.153864458210999,0.2413465922705964,3.8029304446301153
110,6.864124497686728,18.50693554488524,9.484945098788415,14.064284487896202,20.44563572586182,49.365627742366385
111,1.1354260136366698,0.0,0.0,7.719247344023059,0.0,3.5820030232384177
113,17.158909928568267,0.475726643888392,0.0,0.0,0.0,0.0
114,4.88138296775566,0.0,0.0,0.3007623757691972,0.8194093160932361,0.0
115,31.1931662239955,10.87633142503058,15.318261805400365,0.6233852756558039,7.9682411159757525,3.709202446536972
120,4.934993300710261,64.50492152065169,51.238386012681104,17.44237606547534,3.6500669261680816,7.095862068367254
130,6.854035025017154,39.90566609971215,7.390178392153114,23.55467469891899,3.267868092423039,0.3998153733268375
150,4.682556296021124,0.0,0.0571736784609176,0.0476847696407233,2.5559997429586723,0.2656894469654409
154,1.6268473927888432,0.0,0.0,0.0,0.0,0.0
155,3.428979354416549,0.0,0.0,0.0,0.0,0.0
160,1.064879780129571,1.8327206803560967,0.0,0.0,0.0,0.0
165,2.45730708371066,0.0,0.0,0.0,0.0,0.0
170,0.475726643888392,0.0,0.0,1.8327206803560967,0.0,0.0
200,0.4128275900633908,0.0,0.0,0.0,0.0,0.0
250,0.2516762904799219,0.0,0.0,0.0,0.0,0.0
255,1.932734580072744,0.0,0.0,0.0,0.0,0.0
5,0.0,0.2516762904799219,0.2516762904799219,0.0,0.0,0.0
10,0.0,1.932734580072744,1.932734580072744,0.0,0.0,0.0
47,0.0,0.224811067617684,0.0,0.2247309924377667,0.0,0.3167373741626889
52,0.0,0.0751905939422993,0.0,0.6600597080579054,0.0,17.158909928568267
64,0.0,0.3739510902135652,0.5516779520399052,0.0,0.0,0.337476845761257
81,0.0,3.2991774877706854,0.0,19.007485494547982,8.841300802613546,3.426897399738701
82,0.0,0.0834383374737762,3.781910709901836,0.0,1.44687842592482,0.0
101,0.0,0.5255334057969225,0.0,0.0,14.969134020961146,4.148494883563014
102,0.0,0.6600597080579054,0.0,0.0,0.0,7.463086843467771
103,0.0,0.5771418592535912,0.0,6.952607571495291,5.384094947276166,0.0
106,0.0,0.1340458511814792,9.744668944850021,0.0,5.807932874578179,15.374274393752481
107,0.0,0.337476845761257,6.079267621727787,0.0,6.079267621727787,0.0
109,0.0,6.618573958470476,0.0,0.488778898214904,0.0,22.218940622719316
112,0.0,5.154239143323696,0.0,0.3262663205728418,0.0,0.1280402126876853
116,0.0,12.659285381068106,0.2233296767892148,1.3389771209863233,0.2233296767892148,17.44237606547534
117,0.0,0.7153115822008089,0.0,0.0,0.0,0.3739510902135652
119,0.0,0.1965845666968527,0.0,0.5079969413950445,0.0,20.283123148219758
123,0.0,1.475545340335196,0.0,0.0,0.1355272420099484,5.763090773824519
125,0.0,11.971439585578914,24.857858214482302,29.8798131605827,6.4641489740000555,2.413706148245716
127,0.0,0.5375847203744689,0.0,0.0,0.0,0.0
128,0.0,4.017571964398308,0.0,0.1348466029806517,0.1348466029806517,0.0
131,0.0,28.273064637953084,28.273064637953084,0.0,0.0,0.0
132,0.0,0.0541308216240621,0.0,0.0,0.0,0.0
134,0.0,11.893526435519428,0.0,0.8194093160932361,0.0,0.0
135,0.0,26.910745602020885,0.6433640330451583,24.32447744105349,2.9895267670306724,0.0
139,0.0,7.623837767151653,0.0,0.0,0.0,0.0
140,0.0,5.934251470897642,7.365475199148642,12.341507029566491,0.0,0.0
145,0.0,7.688418399754917,0.4094644325068662,6.891590284398346,0.0,0.0
147,0.0,0.8221719098003812,0.0,0.0,0.0,0.0
44,0.0,0.0,0.1987866341445772,0.1876161465461206,0.0,0.1355272420099484
62,0.0,0.0,0.4040193202724931,0.0541308216240621,0.0,0.0
66,0.0,0.0,7.766932113663781,0.0,2.374389234906346,2.709143524550416
69,0.0,0.0,0.4033787188331551,0.0,0.6468873409615175,0.0
118,0.0,0.0,0.3167373741626889,0.0,0.0,0.5006300248426573
122,0.0,0.0,0.337476845761257,0.2032308066299847,0.0,6.952607571495291
152,0.0,0.0,4.278977389238176,0.0,0.0,0.0
180,0.0,0.0,0.8313004803109479,0.0,0.0,0.0
184,0.0,0.0,0.1876161465461206,0.0,0.0,0.0
25,0.0,0.0,0.0,1.004743320011715,0.0,0.3703076695273302
30,0.0,0.0,0.0,0.4710422458632328,0.0,14.019362311962624
35,0.0,0.0,0.0,0.2516762904799219,0.0,14.6843866811754
53,0.0,0.0,0.0,43.196796031901144,28.273064637953084,0.0
54,0.0,0.0,0.0,0.1965845666968527,0.1987866341445772,0.0
121,0.0,0.0,0.0,6.5890262170810106,0.0,2.406659532412998
133,0.0,0.0,0.0,17.238064243916472,0.0,0.0
136,0.0,0.0,0.0,5.384094947276166,0.0,1.475545340335196
46,0.0,0.0,0.0,0.0,0.1876161465461206,0.6051281346346707
56,0.0,0.0,0.0,0.0,1.3389771209863233,7.063591770860602
96,0.0,0.0,0.0,0.0,33.304268267333924,0.655375310032746
142,0.0,0.0,0.0,0.0,4.278977389238176,14.658522398062129
15,0.0,0.0,0.0,0.0,0.0,0.2797426410409186
20,0.0,0.0,0.0,0.0,0.0,12.203977908058613
28,0.0,0.0,0.0,0.0,0.0,0.1876161465461206
29,0.0,0.0,0.0,0.0,0.0,5.384094947276166
33,0.0,0.0,0.0,0.0,0.0,0.2233296767892148
39,0.0,0.0,0.0,0.0,0.0,0.5978412932622008
43,0.0,0.0,0.0,0.0,0.0,1.2412854014872765
124,0.0,0.0,0.0,0.0,0.0,6.108615175167459
126,0.0,0.0,0.0,0.0,0.0,0.6468873409615175
138,0.0,0.0,0.0,0.0,0.0,5.917235495165228
